order_id,order_date,region,category,unit_price,quantity,discount,revenue,customer_satisfaction
1032,2025-01-04,,Electronics,88.81,11,0.0,976.88,2.6
1033,2025-12-07,South,Clothing,163.95,13,0.05,2024.8,4.8
1034,2025-03-10,South,Furniture,99.16,4,0.05,376.82,4.9
1035,2025-10-26,South,Electronics,118.49,11,0.05,1238.17,4.8
1036,2025-01-12,North,Clothing,86.58,12,0.15,883.16,3.6
1037,2025-02-26,North,Groceries,57.8,8,0.2,369.92,3.9
1038,2025-02-10,South,Electronics,132.98,9,0.0,1196.84,4.6
1039,2025-09-15,North,Furniture,157.58,4,0.0,630.34,4.3
1040,2025-08-15,East,Groceries,92.81,14,0.0,1299.3,3.7
1041,2025-06-23,South,Clothing,45.28,14,0.0,633.96,2.7
1042,2025-03-30,West,Groceries,122.7,14,0.0,1717.8,4.1
1043,2025-02-02,East,Furniture,115.06,11,0.0,1265.7,4.9
1044,2025-07-27,South,Furniture,75.2,1,0.1,67.68,
1045,2025-03-26,West,Clothing,325.06,6,0.05,1852.85,4.5
1046,2025-08-04,West,Electronics,205.44,7,0.2,1150.45,4.3
1047,2025-09-08,South,Electronics,113.2,14,0.0,1584.8,4.6
1048,2025-11-07,North,Clothing,115.58,8,0.0,924.62,4.7
1049,2025-06-30,East,Clothing,203.56,8,0.05,1547.08,3.4
1050,2025-01-02,North,Electronics,171.88,3,0.0,515.65,2.7
1051,2025-04-13,North,Clothing,83.17,12,0.0,998.01,3.6
1052,2025-11-08,North,Furniture,116.31,5,0.2,465.25,4.7
1053,2025-07-14,East,Clothing,82.19,2,0.0,164.38,3.6
1054,2025-08-14,East,Groceries,36.21,14,0.0,506.95,3.4
1055,2025-06-17,East,Electronics,22.65,3,0.05,64.54,2.5
1056,2025-03-01,East,Groceries,100.72,1,0.05,95.68,5.0
1057,2025-11-24,South,Furniture,201.62,2,0.05,383.08,4.7
1058,2025-10-10,East,Groceries,78.06,7,0.0,546.44,4.6
1059,2025-12-30,North,Furniture,90.36,2,0.15,153.62,4.8
1060,2025-11-09,North,Furniture,64.78,12,0.0,777.35,4.5
1061,2025-04-17,East,Groceries,23.85,8,0.05,181.25,3.8
1062,2025-04-03,South,Clothing,71.37,5,0.1,321.19,3.9
1063,2025-04-01,East,Electronics,87.17,1,0.15,74.09,3.7
1064,2025-12-02,East,Clothing,97.73,7,0.0,684.08,
1065,2025-07-23,East,Groceries,180.78,3,0.05,515.21,4.4
1066,2025-06-15,East,Furniture,119.17,14,0.0,1668.36,
1067,2025-12-20,East,Groceries,182.29,5,0.0,911.43,
1068,2025-08-09,South,Clothing,128.09,7,0.0,896.6,3.2
1069,2025-11-28,North,Furniture,121.01,1,0.1,108.9,5.0
1070,2025-12-26,South,Electronics,134.82,2,0.0,269.63,3.5
1071,2025-01-29,North,Clothing,47.8,3,0.1,129.05,4.4
1072,2025-05-12,South,Electronics,146.15,1,0.0,146.15,4.9
1073,2025-09-25,West,Groceries,71.63,11,0.15,669.79,4.3
1074,2025-10-24,North,Clothing,73.27,14,0.15,871.88,4.1
1075,2025-02-24,North,Furniture,91.4,14,0.0,1279.62,4.0
1076,2025-04-27,North,Electronics,67.09,4,0.0,268.35,4.0
1077,2025-07-20,North,Clothing,40.52,12,0.0,486.21,3.5
1078,2025-10-19,East,Electronics,86.85,8,0.15,590.58,3.6
1079,2025-02-11,East,Furniture,73.51,1,0.0,73.51,5.0
1080,2025-08-08,East,Groceries,71.71,2,0.05,136.26,3.9
1081,2025-04-19,East,Groceries,81.0,8,0.05,615.59,3.4
1082,2025-03-20,South,Groceries,12.54,6,0.1,67.73,3.6
1083,2025-07-08,West,Groceries,72.08,1,0.05,68.48,4.9
1084,2025-06-01,North,Clothing,196.13,14,0.05,2608.52,4.5
1085,2025-08-21,North,Electronics,186.82,11,0.2,1643.98,4.4
1086,2025-04-26,North,Groceries,88.88,8,0.0,711.02,3.8
1087,2025-10-28,East,Groceries,86.89,14,0.15,1034.0,4.5
1088,2025-01-29,South,Groceries,9.27,14,0.0,129.8,3.5
1089,2025-11-11,North,Clothing,58.46,14,0.05,777.49,3.8
1090,2025-01-11,South,Electronics,133.98,4,0.15,455.53,4.8
1091,2025-09-26,North,Clothing,65.95,13,0.1,771.67,4.7
1092,2025-05-07,East,Furniture,162.57,8,0.1,1170.53,3.2
1093,2025-05-20,South,Groceries,156.6,11,0.0,1722.6,3.3
1094,2025-01-07,South,Furniture,57.63,13,0.05,711.76,4.1
1095,2025-09-14,South,Furniture,93.34,3,0.0,280.03,5.0
1096,2025-03-02,East,Electronics,205.54,7,0.05,1366.82,2.5
1097,2025-08-29,,Groceries,27.13,2,0.05,51.54,4.2
1098,2025-09-22,North,Groceries,66.99,4,0.0,267.96,2.9
1099,2025-11-05,North,Electronics,24.76,6,0.0,148.59,3.5
1100,2025-09-16,West,Furniture,45.22,12,0.0,542.64,3.7
1101,2025-04-21,West,Furniture,241.92,13,0.0,3144.97,3.7
1102,2025-09-27,East,Furniture,66.97,6,0.0,401.84,3.6
1103,2025-10-29,North,Groceries,15.87,5,0.15,67.46,4.0
1104,2025-04-26,West,Electronics,40.19,8,0.1,289.37,3.6
1105,2025-02-15,East,Furniture,22.47,13,0.0,292.07,2.8
1106,2025-11-21,East,Electronics,95.72,14,0.1,1206.01,4.6
1107,2025-02-23,South,Electronics,113.64,4,0.15,386.39,4.6
1108,2025-08-05,North,Groceries,147.36,3,0.0,442.07,4.7
1109,2025-03-28,North,Groceries,129.52,10,0.0,1295.24,2.8
1110,2025-02-15,West,Electronics,28.26,5,0.0,141.31,4.2
1111,2025-10-11,South,Clothing,110.01,3,0.0,330.02,4.5
1112,2025-02-22,North,Electronics,78.63,1,0.1,70.76,3.2
1113,2025-09-02,South,Electronics,160.55,6,0.2,770.64,4.0
1114,2025-09-10,East,Furniture,138.76,6,0.0,832.56,3.9
1115,2025-01-22,North,Electronics,260.93,8,0.1,1878.68,5.0
1116,2025-03-05,West,Furniture,42.76,3,0.0,128.28,5.0
1117,2025-10-17,East,Groceries,38.1,11,0.05,398.11,
1118,2025-07-05,East,Clothing,61.08,10,0.1,549.69,5.0
1119,2025-02-14,South,Clothing,80.78,7,0.0,565.44,3.3
1120,2025-12-28,East,Furniture,52.72,3,0.0,158.17,4.8
1121,2025-04-07,East,Electronics,44.51,8,0.05,338.29,4.8
1122,2025-01-02,East,Electronics,105.39,10,0.2,843.12,3.2
1123,2025-12-04,North,Furniture,60.94,6,0.0,365.65,4.4
1124,2025-01-07,South,Electronics,51.08,4,0.0,204.31,3.9
1125,2025-07-21,North,Groceries,28.22,8,0.0,225.73,4.4
1126,2025-12-29,South,Groceries,10.23,5,0.05,48.59,4.2
1127,2025-07-30,South,Groceries,190.43,6,0.05,1085.43,5.0
1128,2025-08-02,North,Clothing,187.02,5,0.1,841.61,4.1
1129,2025-05-22,North,Clothing,141.39,5,0.1,636.26,3.9
1130,2025-02-16,East,Clothing,121.32,11,0.15,1134.35,4.9
1131,2025-07-29,North,Furniture,56.96,7,0.15,338.88,4.5
1132,2025-11-24,West,Clothing,124.46,7,0.0,871.22,4.6
1133,2025-02-03,East,Groceries,35.94,10,0.05,341.46,3.5
1134,2025-11-18,South,Groceries,91.86,6,0.0,551.16,3.2
1135,2025-06-01,East,Clothing,47.88,2,0.0,95.76,3.5
1136,2025-07-15,North,Electronics,124.79,12,0.2,1197.95,3.5
1137,2025-03-02,West,Clothing,213.91,1,0.1,192.52,4.6
1138,2025-08-15,South,Furniture,40.07,9,0.2,288.5,4.8
1139,2025-03-08,East,Clothing,59.01,4,0.05,224.25,3.9
1140,2025-04-10,North,Clothing,90.73,3,0.05,258.58,5.0
1141,2025-09-21,South,Groceries,17.86,1,0.05,16.96,5.0
1142,2025-01-19,South,Furniture,23.46,13,0.0,304.96,4.2
1143,2025-06-13,West,Groceries,210.16,7,0.0,1471.12,3.3
1144,2025-08-06,East,Groceries,105.69,5,0.05,502.03,5.0
1145,2025-02-18,South,Furniture,54.68,11,0.0,601.47,4.0
1146,2025-04-18,,Furniture,84.42,1,0.2,67.53,4.1
1147,2025-05-06,South,Clothing,61.26,8,0.0,490.09,3.7
1148,2025-08-31,South,Groceries,92.53,7,0.0,647.71,3.3
1149,2025-12-23,South,Clothing,62.91,8,0.1,452.99,2.8
1150,2025-11-02,North,Groceries,80.04,2,0.0,160.09,4.5
1151,2025-03-11,West,Furniture,131.79,14,0.2,1476.0,3.4
1152,2025-01-07,West,Clothing,126.52,4,0.1,455.48,5.0
1153,2025-01-19,North,Furniture,203.07,10,0.0,2030.74,3.1
1154,2025-08-06,East,Groceries,110.54,11,0.1,1094.34,3.0
1155,2025-02-27,North,Furniture,88.05,5,0.1,396.22,4.4
1156,2025-03-26,East,Clothing,221.33,2,0.1,398.39,5.0
1157,2025-11-06,North,Electronics,74.45,5,0.15,316.42,4.1
1158,2025-11-15,East,Groceries,11.39,12,0.1,123.03,4.5
1159,2025-11-03,East,Furniture,142.48,13,0.05,1759.58,2.5
1160,2025-04-03,East,Furniture,102.26,14,0.0,1431.71,3.5
1161,2025-08-15,North,Clothing,85.31,4,0.1,307.1,3.1
1162,2025-08-11,West,Furniture,144.82,9,0.2,1042.67,2.5
1163,2025-03-09,North,Groceries,63.3,3,0.05,180.41,4.1
1164,2025-07-22,North,Clothing,12.03,10,0.1,108.31,2.2
1165,2025-07-11,East,Clothing,146.59,6,0.05,835.55,2.9
1166,2025-05-25,South,Electronics,53.27,10,0.1,479.39,3.6
1167,2025-10-02,West,Electronics,41.35,10,0.2,330.79,3.3
1168,2025-09-05,West,Furniture,12.76,14,0.0,178.58,4.3
1169,2025-07-14,South,Groceries,139.06,7,0.0,973.43,4.2
1170,2025-09-22,West,Groceries,7.29,5,0.05,34.65,4.7
1171,2025-10-06,North,Clothing,181.41,8,0.05,1378.73,
1172,2025-07-26,South,Clothing,67.77,3,0.05,193.15,4.9
1173,2025-04-08,North,Furniture,143.19,2,0.0,286.39,4.0
1174,2025-10-04,West,Electronics,112.69,8,0.05,856.47,4.2
1175,2025-09-19,North,Electronics,245.97,12,0.05,2804.04,4.4
1176,2025-12-25,North,Furniture,110.75,8,0.05,841.67,4.1
1177,2025-02-24,South,Furniture,177.35,11,0.1,1755.75,3.7
1178,2025-06-03,West,Electronics,57.67,3,0.1,155.7,3.7
1179,2025-12-04,West,Furniture,23.37,7,0.1,147.25,3.3
1180,2025-07-07,East,Electronics,157.02,9,0.1,1271.87,4.3
1181,2025-12-11,West,Clothing,22.74,5,0.1,102.33,3.9
1182,2025-01-05,West,Groceries,138.11,1,0.05,131.2,3.5
1183,2025-01-13,South,Clothing,37.54,2,0.1,67.57,
1184,2025-10-18,South,Furniture,103.56,13,0.0,1346.31,3.0
1185,2025-05-11,East,Furniture,248.72,9,0.0,2238.52,4.8
1186,2025-07-09,East,Furniture,131.46,4,0.05,499.55,4.1
1187,2025-06-06,South,Electronics,74.68,4,0.15,253.9,3.3
1188,2025-05-29,North,Clothing,114.37,1,0.1,102.94,4.6
1189,2025-12-09,East,Clothing,59.21,14,0.0,828.89,3.6
1190,2025-02-04,North,Electronics,306.21,2,0.05,581.8,2.9
1191,2025-10-09,West,Furniture,50.31,11,0.0,553.36,4.8
1192,2025-11-21,North,Furniture,80.4,4,0.1,289.43,3.6
1193,2025-08-28,North,Electronics,124.17,5,0.15,527.71,3.7
1194,2025-05-25,West,Clothing,109.13,4,0.05,414.7,4.0
1195,2025-02-28,North,Clothing,117.11,12,0.05,1335.1,4.9
1196,2025-09-07,North,Clothing,60.11,1,0.0,60.11,4.0
1197,2025-06-21,East,Clothing,72.56,5,0.05,344.65,3.0
1198,2025-02-24,West,Groceries,152.59,4,0.15,518.8,4.4
1199,2025-05-12,North,Groceries,147.97,4,0.1,532.7,3.6
1200,2025-12-17,South,Clothing,110.81,3,0.05,315.81,5.0
1201,2025-04-07,East,Groceries,190.79,13,0.0,2480.29,
1202,2025-03-07,West,Furniture,156.33,6,0.0,938.0,2.2
1203,2025-09-06,South,Groceries,145.22,6,0.0,871.34,4.3
1204,2025-03-14,North,Groceries,22.35,6,0.0,134.08,5.0
1205,2025-12-02,North,Clothing,109.95,14,0.0,1539.31,5.0
1206,2025-11-10,North,Groceries,97.53,5,0.2,390.11,5.0
1207,2025-12-25,North,Clothing,205.6,5,0.05,976.62,3.2
1208,2025-11-30,East,Clothing,3.74,5,0.0,18.7,4.7
1209,2025-03-30,North,Furniture,77.33,5,0.0,386.65,
1210,2025-03-19,South,Groceries,92.33,2,0.0,184.66,4.2
1211,2025-05-06,East,Clothing,37.14,9,0.15,284.14,3.0
1212,2025-06-21,East,Groceries,43.15,1,0.0,43.15,3.5
1213,2025-11-18,North,Furniture,206.0,4,0.1,741.6,3.5
1214,2025-09-25,West,Groceries,116.83,3,0.15,297.91,4.7
1215,2025-08-24,East,Electronics,249.06,5,0.0,1245.3,4.6
1216,2025-11-17,East,Electronics,76.36,11,0.1,755.96,4.2
1217,2025-08-24,,Clothing,27.34,9,0.2,196.85,2.9
1218,2025-05-19,North,Clothing,68.96,14,0.05,917.12,3.8
1219,2025-05-31,West,Groceries,60.82,5,0.0,304.11,3.4
1220,2025-07-08,South,Furniture,134.34,13,0.2,1397.13,4.7
1221,2025-02-02,South,Clothing,130.98,1,0.15,111.34,4.9
1222,2025-09-28,South,Clothing,120.53,8,0.05,916.03,4.8
1223,2025-08-27,East,Groceries,295.4,12,0.05,3367.52,3.4
1224,2025-09-24,West,Clothing,184.13,8,0.0,1473.01,
1225,2025-07-14,North,Furniture,45.55,14,0.15,542.07,2.6
1226,2025-10-13,West,Groceries,159.49,5,0.05,757.56,5.0
1227,2025-12-13,North,Electronics,88.33,1,0.0,88.33,3.7
1228,2025-07-28,East,Groceries,74.91,11,0.1,741.63,3.4
1229,2025-06-12,East,Electronics,198.11,1,0.2,158.49,5.0
1230,2025-02-08,North,Furniture,43.32,11,0.15,405.01,5.0
1231,2025-10-12,North,Groceries,153.0,11,0.0,1683.03,4.0
1232,2025-11-26,South,Clothing,138.39,12,0.0,1660.65,3.8
1233,2025-09-13,West,Groceries,42.67,7,0.2,238.95,3.9
1234,2025-11-12,East,Clothing,21.63,13,0.2,224.99,4.2
1235,2025-11-11,West,Clothing,81.85,3,0.05,233.26,5.0
1236,2025-10-19,West,Furniture,170.83,7,0.1,1076.21,4.3
1237,2025-07-03,South,Electronics,109.68,2,0.05,208.39,4.6
1238,2025-02-06,East,Electronics,201.97,11,0.05,2110.6,4.9
1239,2025-01-02,North,Furniture,104.89,10,0.0,1048.9,3.1
1240,2025-03-16,North,Electronics,210.12,12,0.0,2521.48,
1241,2025-06-07,West,Clothing,56.22,11,0.0,618.43,
1242,2025-09-29,,Groceries,120.29,5,0.15,511.23,2.0
1243,2025-06-16,North,Groceries,65.42,1,0.0,65.42,2.3
1244,2025-01-09,South,Furniture,80.11,14,0.0,1121.6,3.2
1245,2025-03-18,East,Groceries,92.12,7,0.05,612.6,4.4
1246,2025-12-24,West,Groceries,109.45,2,0.0,218.91,4.1
1247,2025-12-27,East,Groceries,50.62,13,0.0,658.07,
1248,2025-05-18,South,Furniture,116.65,14,0.05,1551.43,5.0
1249,2025-10-21,South,Furniture,89.06,7,0.0,623.41,3.0
1250,2025-09-20,South,Groceries,28.71,11,0.1,284.27,4.0
1251,2025-12-06,East,Electronics,18.69,1,0.2,14.95,4.2
1252,2025-11-20,West,Furniture,171.22,2,0.0,342.43,3.4
1253,2025-08-18,South,Electronics,77.43,4,0.2,247.78,4.0
1254,2025-05-25,North,Groceries,26.07,10,0.2,208.55,2.7
1255,2025-08-17,North,Clothing,230.9,2,0.15,392.53,5.0
1256,2025-04-27,East,Electronics,124.24,1,0.1,111.82,3.5
1257,2025-05-08,West,Electronics,107.58,10,0.1,968.23,5.0
1258,2025-08-11,North,Clothing,47.21,11,0.1,467.36,4.0
1259,2025-07-28,North,Clothing,28.36,11,0.1,280.73,4.8
1260,2025-08-01,East,Groceries,97.62,12,0.0,1171.47,4.0
1261,2025-05-21,North,Furniture,85.34,12,0.2,819.24,4.0
1262,2025-05-30,,Groceries,37.64,9,0.05,321.84,3.5
1263,2025-01-04,South,Furniture,36.56,8,0.1,263.25,4.1
1264,2025-08-08,North,Groceries,35.06,12,0.0,420.68,4.3
1265,2025-07-30,West,Electronics,34.06,5,0.0,170.28,3.4
1266,2025-12-08,North,Electronics,54.85,2,0.05,104.21,3.9
1267,2025-07-04,North,Electronics,107.6,11,0.05,1124.47,
1268,2025-06-20,North,Furniture,119.47,4,0.05,453.99,5.0
1269,2025-01-25,North,Groceries,84.15,14,0.0,1178.12,3.9
1270,2025-03-13,,Electronics,94.69,6,0.0,568.17,5.0
1271,2025-05-04,North,Furniture,123.11,12,0.05,1403.47,3.8
1272,2025-05-18,North,Electronics,14.24,1,0.0,14.24,4.2
1273,2025-05-13,North,Groceries,99.65,10,0.2,797.18,2.9
1274,2025-05-24,East,Clothing,189.14,7,0.0,1323.99,3.6
1275,2025-10-08,East,Groceries,76.04,7,0.0,532.29,4.2
1276,2025-02-17,South,Clothing,166.97,4,0.0,667.89,5.0
1277,2025-05-02,South,Clothing,77.02,14,0.05,1024.32,4.2
1278,2025-03-01,South,Groceries,128.33,6,0.05,731.47,5.0
1279,2025-04-23,West,Electronics,106.19,12,0.1,1146.84,4.5
1280,2025-09-07,West,Groceries,34.58,6,0.2,166.0,5.0
1281,2025-01-18,North,Clothing,41.56,1,0.0,41.56,4.0
1282,2025-05-04,North,Clothing,210.12,13,0.1,2458.35,
1283,2025-01-09,North,Furniture,146.12,3,0.0,438.37,3.6
1284,2025-12-15,North,Groceries,80.63,4,0.0,322.53,3.4
1285,2025-09-23,East,Furniture,73.47,13,0.05,907.31,3.0
1286,2025-03-30,South,Electronics,47.45,13,0.0,616.9,5.0
1287,2025-03-14,North,Groceries,112.1,13,0.1,1311.59,4.7
1288,2025-02-06,South,Electronics,50.63,6,0.1,273.41,3.7
1289,2025-06-22,South,Electronics,66.88,11,0.1,662.11,5.0
1290,2025-10-03,North,Clothing,54.68,5,0.05,259.75,4.6
1291,2025-08-02,West,Electronics,140.49,11,0.1,1390.87,5.0
1292,2025-11-18,North,Groceries,78.36,8,0.0,626.9,2.8
1293,2025-05-06,West,Furniture,95.17,1,0.0,95.17,3.8
1294,2025-04-12,North,Electronics,35.16,6,0.0,210.97,3.6
1295,2025-06-24,West,Groceries,54.41,7,0.1,342.76,2.4
1296,2025-03-15,West,Clothing,96.56,4,0.2,309.0,4.8
1297,2025-12-23,West,Furniture,22.78,6,0.0,136.69,3.8
1298,2025-03-09,West,Clothing,74.35,8,0.05,565.07,4.6
1299,2025-06-24,East,Clothing,85.91,1,0.1,77.32,5.0
1300,2025-07-10,East,Electronics,31.56,3,0.15,80.49,3.7
1301,2025-01-21,East,Groceries,162.45,11,0.05,1697.58,
1302,2025-06-20,North,Furniture,108.66,5,0.1,488.96,4.1
1303,2025-06-15,South,Clothing,77.97,9,0.1,631.52,4.8
1304,2025-04-05,South,Groceries,51.51,8,0.15,350.28,3.5
1305,2025-02-16,West,Clothing,21.98,8,0.0,175.8,3.5
1306,2025-01-17,,Clothing,154.87,6,0.2,743.37,4.8
1307,2025-01-04,South,Furniture,62.52,7,0.0,437.62,4.3
1308,2025-06-25,East,Electronics,27.34,12,0.15,278.82,2.4
1309,2025-02-02,North,Furniture,50.42,14,0.0,705.83,3.0
1310,2025-12-17,North,Groceries,116.14,4,0.0,464.54,5.0
1311,2025-03-31,South,Clothing,101.49,10,0.0,1014.88,4.3
1312,2025-08-27,South,Furniture,37.78,14,0.05,502.48,3.4
1313,2025-09-03,North,Groceries,171.93,1,0.0,171.93,3.9
1314,2025-06-30,South,Groceries,27.02,11,0.0,297.17,4.0
1315,2025-11-19,South,Groceries,193.75,7,0.05,1288.41,4.6
1316,2025-02-10,South,Furniture,98.68,14,0.05,1312.43,2.9
1317,2025-03-27,South,Clothing,65.98,9,0.1,534.41,3.3
1318,2025-04-03,East,Clothing,72.64,12,0.15,740.93,4.2
1319,2025-02-19,North,Furniture,91.38,3,0.1,246.72,3.9
1320,2025-04-18,West,Furniture,121.92,2,0.0,243.85,4.5
1321,2025-04-25,West,Electronics,18.5,13,0.0,240.44,3.0
1322,2025-10-07,South,Furniture,49.17,8,0.2,314.69,4.3
1323,2025-04-21,South,Clothing,89.44,8,0.0,715.5,4.9
1324,2025-11-16,South,Groceries,175.94,3,0.05,501.42,4.4
1325,2025-10-10,West,Groceries,171.87,4,0.2,549.98,4.1
1326,2025-11-26,East,Electronics,218.09,12,0.2,2093.63,3.9
1327,2025-02-08,West,Clothing,166.88,5,0.05,792.67,3.3
1328,2025-12-26,South,Electronics,46.38,9,0.1,375.66,3.9
1329,2025-08-13,East,Clothing,85.67,5,0.05,406.92,5.0
1330,2025-12-25,North,Furniture,167.49,4,0.1,602.95,3.9
1331,2025-05-10,East,Furniture,157.58,3,0.0,472.73,3.3
1332,2025-12-14,North,Clothing,75.21,14,0.0,1052.99,3.6
1333,2025-08-03,East,Furniture,119.79,14,0.1,1509.32,4.2
1334,2025-01-27,West,Groceries,62.27,2,0.0,124.53,3.7
1335,2025-05-30,North,Clothing,25.16,5,0.1,113.2,4.4
1336,2025-02-20,East,Groceries,79.84,8,0.0,638.7,4.4
1337,2025-12-10,North,Clothing,76.57,6,0.15,390.49,4.7
1338,2025-04-22,East,Furniture,60.13,11,0.15,562.21,5.0
1339,2025-03-23,North,Groceries,122.23,4,0.05,464.49,4.8
1340,2025-07-21,West,Furniture,73.48,1,0.1,66.13,3.3
1341,2025-06-05,North,Clothing,111.61,5,0.0,558.05,3.3
1342,2025-02-05,West,Electronics,138.89,9,0.05,1187.55,3.9
1343,2025-10-26,West,Electronics,316.86,3,0.0,950.58,3.6
1344,2025-11-05,East,Clothing,80.76,12,0.15,823.77,3.1
1345,2025-09-29,East,Electronics,177.44,1,0.15,150.83,3.6
1346,2025-08-14,East,Groceries,100.53,1,0.2,80.43,3.6
1347,2025-05-27,West,Groceries,104.35,8,0.15,709.58,3.5
1348,2025-07-17,North,Clothing,81.51,8,0.2,521.69,3.7
1349,2025-07-10,East,Clothing,94.87,5,0.0,474.34,4.9
1350,2025-03-02,North,Clothing,73.95,4,0.2,236.65,
1351,2025-01-30,East,Electronics,158.87,1,0.05,150.93,5.0
1352,2025-04-03,North,Furniture,50.56,10,0.05,480.35,4.1
1353,2025-06-15,East,Furniture,24.94,6,0.05,142.13,3.8
1354,2025-02-28,East,Groceries,58.7,2,0.0,117.4,4.0
1355,2025-02-08,South,Electronics,54.2,6,0.0,325.22,
1356,2025-11-07,South,Furniture,58.68,14,0.0,821.5,4.3
1357,2025-05-17,East,Furniture,78.61,4,0.0,314.42,5.0
1358,2025-08-02,East,Electronics,58.84,13,0.05,726.64,3.3
1359,2025-07-11,South,Electronics,77.84,4,0.15,264.67,4.7
1360,2025-09-26,East,Furniture,58.97,3,0.1,159.22,4.2
1361,2025-09-28,West,Electronics,113.13,4,0.05,429.9,2.7
1362,2025-04-19,North,Electronics,315.14,5,0.05,1496.91,4.6
1363,2025-11-06,North,Furniture,99.22,2,0.05,188.51,5.0
1364,2025-05-16,North,Electronics,60.74,9,0.0,546.67,3.3
1365,2025-11-01,East,Clothing,9.2,5,0.15,39.08,4.0
1366,2025-05-28,South,Electronics,253.92,11,0.0,2793.15,2.6
1367,2025-02-10,East,Furniture,102.88,7,0.1,648.15,3.0
1368,2025-10-05,East,Furniture,77.37,7,0.1,487.41,4.8
1369,2025-01-12,South,Groceries,9.87,7,0.05,65.61,3.6
1370,2025-10-09,West,Clothing,80.17,3,0.15,204.44,3.1
1371,2025-01-16,East,Groceries,94.34,10,0.0,943.36,4.2
1372,2025-03-17,North,Furniture,59.13,2,0.15,100.52,3.6
1373,2025-08-09,South,Furniture,29.34,11,0.1,290.42,3.6
1374,2025-12-10,South,Furniture,27.67,14,0.1,348.67,4.6
1375,2025-05-30,North,Groceries,256.35,11,0.1,2537.83,
1376,2025-02-14,North,Groceries,92.54,7,0.15,550.62,3.3
1377,2025-03-27,West,Groceries,59.09,5,0.2,236.36,4.1
1378,2025-11-24,South,Groceries,88.89,13,0.05,1097.85,4.8
1379,2025-09-23,South,Clothing,84.86,4,0.15,288.54,5.0
1380,2025-02-06,East,Clothing,26.47,7,0.1,166.77,3.5
1381,2025-05-21,East,Groceries,152.44,11,0.05,1593.02,4.7
1382,2025-04-07,West,Furniture,75.98,13,0.2,790.17,3.4
1383,2025-03-06,East,Furniture,93.39,13,0.0,1214.06,5.0
1384,2025-11-05,South,Groceries,206.0,2,0.05,391.4,3.1
1385,2025-08-14,South,Furniture,30.1,13,0.0,391.33,5.0
1386,2025-03-07,West,Electronics,48.59,2,0.0,97.18,3.5
1387,2025-08-26,East,Clothing,106.49,9,0.15,814.63,5.0
1388,2025-05-31,West,Furniture,150.58,14,0.0,2108.15,4.5
1389,2025-01-23,,Groceries,55.09,10,0.0,550.93,3.2
1390,2025-06-14,West,Groceries,57.45,14,0.0,804.25,3.6
1391,2025-03-09,East,Furniture,129.21,5,0.05,613.75,4.6
1392,2025-03-31,North,Clothing,300.48,5,0.15,1277.04,4.8
1393,2025-11-17,East,Groceries,90.88,5,0.15,386.24,3.9
1394,2025-09-17,East,Clothing,48.47,5,0.0,242.36,4.0
1395,2025-02-18,North,Electronics,38.13,10,0.05,362.28,4.6
1396,2025-11-07,South,Clothing,78.45,7,0.05,521.67,4.1
1397,2025-07-29,West,Clothing,146.31,11,0.1,1448.43,3.0
